text,intent
Calculate each product's share of total sales.,SHARE
Can you show total sales by product.,GROUP_BY
I need to know: which products contribute the most to revenue?,CONTRIBUTION
Show the bottom 5 customers by spending.,BOTTOM_N
Can you show unique customer cities.,DISTINCT
Can you which table is related to customers?,RELATIONSHIP_INFO
What is the average product rating?,AVERAGE
Please check the data quality of customers.,DATA_QUALITY
Could you give me something meaningless,INVALID_QUERY
I want to know: show the bottom 5 customers by spending.,BOTTOM_N
Find customers from Mumbai.,FILTER
Show all distinct ratings.,DISTINCT
Calculate the percentage of orders from this month.,PERCENTAGE
Could you good afternoon,GREETING
I want to know: identify duplicate entries in the database.,DUPLICATE_CHECK
Can you calculate each customer's share of total spending.,SHARE
Could you show orders from December.,DATE_FILTER
I need to know: which customers have the highest spending?,SORT
Can you list orders from this month.,DATE_FILTER
Please show orders where information is unavailable.,NULL_CHECK
Find the average product rating.,AVERAGE
Show customers whose total spending exceeds the average.,SUBQUERY
Please show customers who placed more orders than the average customer.,SUBQUERY
I want to know: sort products by rating.,SORT
Can you show order count by customer.,GROUP_BY
I need to know: show the number of reviews for each product.,GROUP_BY
Can you something random,INVALID_QUERY
"I need to know: connect customers, orders, order items, and products.",MULTI_TABLE_JOIN
Drop the entire database.,UNSUPPORTED_REQUEST
I need to know: compare order counts between customers.,COMPARISON
Can you which products have at least 5 reviews?,HAVING
Can you i don't know what to ask?,INVALID_QUERY
Please show the top 3 products by rating.,TOP_N
Can you show the bottom 50 orders by amount.,BOTTOM_N
I want to know: show the bottom 10 orders by amount.,BOTTOM_N
Could you which product has a higher rating?,COMPARISON
Find orders below 1000.,FILTER
I want to know: sort products by price.,SORT
Calculate average rating for each product.,GROUP_BY
Please what fields does customers contain?,TABLE_INFO
What is the total sales?,SUM
Could you show the top 3 products by price.,TOP_N
Can you show order items with their products.,JOIN
Please how has revenue changed over time?,TREND
I need to know: count all the products.,COUNT
Could you what is the average product price?,AVERAGE
I need to know: show all products including products without reviews.,LEFT_JOIN
Could you how are products and order items related?,RELATIONSHIP_INFO
Can you show the bottom 10 orders by amount.,BOTTOM_N
Show the number of reviews for each product.,GROUP_BY
I need to know: tell me how many reviews exist.,COUNT
Please show the bottom 20 orders by amount.,BOTTOM_N
Can you what columns are in the products table?,TABLE_INFO
Could you show customers with at least 10 orders.,HAVING
Could you describe the orders table.,TABLE_INFO
I need to know: explain the foreign key relationships.,RELATIONSHIP_INFO
Find products where a field is missing.,NULL_CHECK
Calculate customer contribution to total spending.,CONTRIBUTION
"Connect customers, orders, order items, and products.",MULTI_TABLE_JOIN
I want to know: show product reviews with product information.,JOIN
Can you how did revenue change between months?,CHANGE_OVER_TIME
Please calculate total customer spending.,SUM
Show orders with their order items.,JOIN
I need to know: find recent orders.,DATE_FILTER
Please show sales by month.,DATE_AGGREGATION
Can you calculate total order value for each customer.,GROUP_BY
How many orders have been placed?,COUNT
Show recent orders.,DATE_FILTER
Can you give me something meaningless,INVALID_QUERY
Find reviews with a rating below 3.,FILTER
Please find orders above the average order amount.,SUBQUERY
Could you find reviews with high ratings.,FILTER
Please show all products whether or not they have reviews.,LEFT_JOIN
Could you good morning?,GREETING
Can you which product has a higher rating?,COMPARISON
Please show the bottom 3 products by price.,BOTTOM_N
Please rank customers by spending.,RANKING
I want to know: hello,GREETING
Can you list products and their reviews.,JOIN
I want to know: which customer accounts for the largest share of spending?,SHARE
I want to know: show all distinct ratings.,DISTINCT
I want to know: which products have reviews?,EXISTS
Could you show customers who placed more orders than the average customer.,SUBQUERY
Could you what is the ratio between product reviews and products?,RATIO
Can you find duplicate reviews.,DUPLICATE_CHECK
Show customers and their reviews.,JOIN
Hello there?,GREETING
I need to know: calculate the proportion of customers with orders.,PERCENTAGE
I need to know: qwerty?,INVALID_QUERY
Could you show products with their reviews.,JOIN
I want to know: list unique review ratings.,DISTINCT
Show customers with their orders.,JOIN
Show customers from Delhi.,FILTER
I need to know: calculate month-over-month sales growth.,GROWTH
I need to know: show the top 50 customers by spending.,TOP_N
Could you show reviews grouped by rating.,GROUP_BY
Show customers without orders.,NOT_EXISTS
Could you find duplicate products.,DUPLICATE_CHECK
I need to know: what is the minimum order amount?,MINIMUM
I need to know: what is the minimum customer spending?,MINIMUM
How are orders distributed by amount?,DISTRIBUTION
I want to know: random words,INVALID_QUERY
I want to know: which orders have the highest amounts?,SORT
Could you check the data quality of customers.,DATA_QUALITY
Please give me a breakdown of reviews by product.,GROUP_BY
Please show orders from October.,DATE_FILTER
List unique product categories.,DISTINCT
Can you list distinct customer cities.,DISTINCT
I need to know: hi?,GREETING
Could you i don't know what to ask?,INVALID_QUERY
"I want to know: show customers, orders, and products.",MULTI_TABLE_JOIN
qwerty,INVALID_QUERY
Show reviews with low ratings.,FILTER
Can you show the bottom 3 orders by amount.,BOTTOM_N
Could you what is the total order amount?,SUM
Can you rank orders by amount.,RANKING
Can you show all customers whether or not they placed an order.,LEFT_JOIN
Could you what tables can I query?,SCHEMA_INFO
Please which customers contribute the most to total sales?,CONTRIBUTION
Please list every product with reviews if available.,LEFT_JOIN
I need to know: show the relationships between the tables.,RELATIONSHIP_INFO
Show reviews with a rating above 4.,FILTER
Could you how has revenue changed over time?,TREND
Could you show orders with customers and products.,MULTI_TABLE_JOIN
Could you calculate the average price of products.,AVERAGE
Could you show orders grouped by customer.,GROUP_BY
Please compare the performance of two products.,COMPARISON
I need to know: what percentage of customers have placed orders?,PERCENTAGE
Show the bottom 10 orders by amount.,BOTTOM_N
Find products that have no reviews.,NOT_EXISTS
Show the structure of customers.,TABLE_INFO
Can you how much has revenue increased?,GROWTH
Please calculate total revenue from orders.,SUM
Could you which group has higher sales?,COMPARISON
Can you what is the average customer spending?,AVERAGE
Could you show customers with missing information.,NULL_CHECK
I need to know: show product reviews with product information.,JOIN
I need to know: show products without reviews.,NOT_EXISTS
I need to know: how much has revenue increased?,GROWTH
Please which tables can be joined with orders?,RELATIONSHIP_INFO
List unique review ratings.,DISTINCT
Can you describe the products table.,TABLE_INFO
I need to know: show customers and the products they ordered.,MULTI_TABLE_JOIN
I want to know: drop the products table.,UNSUPPORTED_REQUEST
I need to know: show products with their reviews.,JOIN
Can you list every customer and their orders if they have any.,LEFT_JOIN
I want to know: check the database for data quality problems.,DATA_QUALITY
Calculate the ratio of orders to customers.,RATIO
Could you show all orders including orders without order items.,LEFT_JOIN
Can you show month-to-month changes in sales.,CHANGE_OVER_TIME
Please show the bottom 50 customers by number of orders.,BOTTOM_N
I need to know: find customers whose spending is above the average customer spending.,SUBQUERY
I want to know: describe the customers table.,TABLE_INFO
Please show orders grouped by year.,DATE_AGGREGATION
"Show customers, orders, and products.",MULTI_TABLE_JOIN
I want to know: what is the mean order amount?,AVERAGE
Could you sort orders by date.,SORT
I need to know: which orders have the highest amounts?,SORT
I want to know: show customers ordered by spending.,SORT
Please check the data quality of products.,DATA_QUALITY
Could you which orders have the highest amounts?,SORT
I want to know: what tables can I query?,SCHEMA_INFO
Please random unrelated question,INVALID_QUERY
Can you list unique review ratings.,DISTINCT
Could you how many ordered products are there?,COUNT
Can you which products have never received a review?,NOT_EXISTS
Can you find customers who have no orders.,NOT_EXISTS
Can you what entities are stored in the database?,SCHEMA_INFO
I need to know: show orders with customers and products.,MULTI_TABLE_JOIN
Can you give me the average order value.,AVERAGE
I need to know: show review count by product.,GROUP_BY
I need to know: which orders have order items?,EXISTS
I need to know: check the data quality of product reviews.,DATA_QUALITY
I need to know: calculate the average order value.,AVERAGE
Please which products have at least 5 reviews?,HAVING
I need to know: show the bottom 50 orders by amount.,BOTTOM_N
I want to know: show all customers whether or not they placed an order.,LEFT_JOIN
Calculate the growth in order value.,GROWTH
I want to know: what percentage of orders are above 5000?,PERCENTAGE
Show monthly order counts.,DATE_AGGREGATION
I need to know: show customers with at least 10 orders.,HAVING
Can you tell me how many reviews exist.,COUNT
Calculate the proportion of customers with orders.,PERCENTAGE
I want to know: show all customers including those without orders.,LEFT_JOIN
I need to know: random words,INVALID_QUERY
I need to know: show orders with missing values.,NULL_CHECK
Could you update every customer record.,UNSUPPORTED_REQUEST
I need to know: which product has the highest rating?,MAXIMUM
Please what is the average product rating?,AVERAGE
Could you show the top 20 customers by spending.,TOP_N
"Could you show customers, products, and their reviews.",MULTI_TABLE_JOIN
I need to know: how many reviews are there?,COUNT
I need to know: what percentage of orders are above 5000?,PERCENTAGE
I want to know: compare order totals across different periods.,CHANGE_OVER_TIME
Please which product has a higher rating?,COMPARISON
Could you what is the highest product rating?,MAXIMUM
Could you what is the average order amount?,AVERAGE
Can you how much money was generated from orders?,SUM
I want to know: which products appear in order items?,JOIN
I need to know: show the bottom 3 products by rating.,BOTTOM_N
What columns are in the customers table?,TABLE_INFO
I want to know: count all the products.,COUNT
Please show unique customer cities.,DISTINCT
Can you show orders from April.,DATE_FILTER
Please show products that have received reviews.,EXISTS
Can you show customer information with product reviews.,MULTI_TABLE_JOIN
I need to know: hi,GREETING
Can you how many product reviews are there?,COUNT
Please which orders contain which order items?,JOIN
I need to know: show order totals by month.,DATE_AGGREGATION
I need to know: find the ratio of customers with orders to total customers.,RATIO
What share of revenue comes from each product?,SHARE
Please show revenue growth over time.,TREND
I want to know: which products have more than 10 reviews?,HAVING
Please what is the ranking of products by price?,RANKING
I need to know: which tables are available in QueryPilot?,SCHEMA_INFO
Please what percentage of products are highly rated?,PERCENTAGE
I need to know: what is the ranking of products by price?,RANKING
I need to know: give me the distribution of product prices.,DISTRIBUTION
I want to know: what different cities do customers come from?,DISTINCT
I want to know: delete every product.,UNSUPPORTED_REQUEST
Show the distribution of product ratings.,DISTRIBUTION
I need to know: what data tables are available?,SCHEMA_INFO
I want to know: identify repeated customer records.,DUPLICATE_CHECK
Could you what percentage of products have reviews?,PERCENTAGE
Can you what is the highest product price?,MAXIMUM
I want to know: find the average product rating.,AVERAGE
I need to know: list unique review ratings.,DISTINCT
Please how many product reviews are there?,COUNT
I need to know: hello,GREETING
Can you calculate average rating for each product.,GROUP_BY
I need to know: show customers whose total spending exceeds the average.,SUBQUERY
Can you which customer accounts for the largest share of spending?,SHARE
Can you update every customer record.,UNSUPPORTED_REQUEST
Can you hello QueryPilot,GREETING
Please find duplicate orders.,DUPLICATE_CHECK
Show the top 5 customers by number of orders.,TOP_N
Show orders from February.,DATE_FILTER
I need to know: show the order trend over time.,TREND
I want to know: which customers have orders?,EXISTS
Can you which customers have placed more than 5 orders?,HAVING
Can you show customers who have placed an order.,EXISTS
List orders from this month.,FILTER
Please can you do something impossible?,INVALID_QUERY
Show the schema of the database.,SCHEMA_INFO
I want to know: show products with their reviews.,JOIN
Please give me the product count.,COUNT
Can you how many product review records are there?,COUNT
List distinct customer cities.,DISTINCT
I want to know: show orders from August.,DATE_FILTER
Please describe the product_reviews table.,TABLE_INFO
Please what is the growth in sales?,GROWTH
I want to know: show average rating by product.,GROUP_BY
I need to know: how are orders changing over time?,TREND
Can you list orders from last month.,DATE_FILTER
Please show products with more than 20 reviews.,HAVING
What is the lowest product rating?,MINIMUM
I need to know: change the database password.,UNSUPPORTED_REQUEST
I need to know: find customers who have no orders.,NOT_EXISTS
Which product has the highest price?,MAXIMUM
Can you what is the total sales?,SUM
What is the total number of products?,COUNT
Could you how many orders have been placed?,COUNT
I want to know: what is the database structure?,SCHEMA_INFO
What is the number of order records?,COUNT
Can you which customers contribute the most to total sales?,CONTRIBUTION
Can you calculate the proportion of customers with orders.,PERCENTAGE
Could you what is the database structure?,SCHEMA_INFO
Give me the top 5 products with the most reviews.,TOP_N
Show total sales by product.,GROUP_BY
I need to know: show orders from newest to oldest.,SORT
I want to know: i don't know what to ask?,INVALID_QUERY
Could you what is the total sales?,SUM
Could you how are product prices distributed?,DISTRIBUTION
Could you random words?,INVALID_QUERY
Could you give me the distribution of product prices.,DISTRIBUTION
Hey,GREETING
Can you what percentage of customers are from Delhi?,PERCENTAGE
I need to know: what fields does customers contain?,TABLE_INFO
How much have orders grown?,GROWTH
Could you which products appear in order items?,JOIN
I want to know: what is the lowest product price?,MINIMUM
Please which products have never received a review?,NOT_EXISTS
Please what columns are in the customers table?,TABLE_INFO
I need to know: which orders have no items?,NOT_EXISTS
Which tables can be joined with orders?,RELATIONSHIP_INFO
I need to know: show revenue grouped by year.,DATE_AGGREGATION
I want to know: hey?,GREETING
I want to know: sort customers by number of orders.,SORT
Please which product has the largest share of sales?,SHARE
Can you compare customer spending.,COMPARISON
Can you which customers have placed more than 10 orders?,HAVING
I need to know: show the top 5 customers by spending.,TOP_N
I want to know: calculate each product's share of total sales.,SHARE
What is the maximum order amount?,MAXIMUM
I need to know: how many customers have missing values?,NULL_CHECK
Can you how many customers have missing values?,NULL_CHECK
I want to know: show the top 50 products by price.,TOP_N
Show revenue by month.,DATE_AGGREGATION
I want to know: find orders that contain order items.,EXISTS
I need to know: check the data quality of order items.,DATA_QUALITY
I want to know: find the ratio of customers with orders to total customers.,RATIO
I want to know: which products have at least 5 reviews?,HAVING
Give me something meaningless,INVALID_QUERY
I need to know: show customers who placed more orders than the average customer.,SUBQUERY
Could you what is the average product rating?,AVERAGE
I need to know: which products have received reviews?,JOIN
Show the top 20 customers by spending.,TOP_N
Can you show all customers including those without orders.,LEFT_JOIN
Could you modify the database configuration.,UNSUPPORTED_REQUEST
Can you show me the database schema.,SCHEMA_INFO
Count all the products.,COUNT
I want to know: how have order amounts changed over time?,TREND
Please which products contribute the most to revenue?,CONTRIBUTION
Can you drop the entire database.,UNSUPPORTED_REQUEST
I want to know: how are orders changing over time?,TREND
Give me the top 20 products with the most reviews.,TOP_N
Could you calculate total revenue from orders.,SUM
Check the data quality of products.,DATA_QUALITY
I need to know: which products have a rating above the average rating?,SUBQUERY
What tables are in the database?,SCHEMA_INFO
Give me the total sales amount.,SUM
Please list all available tables.,SCHEMA_INFO
Can you show the bottom 3 products by price.,BOTTOM_N
I need to know: show orders from last month.,FILTER
I want to know: show the bottom 20 customers by number of orders.,BOTTOM_N
Show review count by product.,GROUP_BY
Can you find the average review rating.,AVERAGE
Could you show orders from July.,DATE_FILTER
Could you drop the products table.,UNSUPPORTED_REQUEST
Could you calculate customer contribution to total spending.,CONTRIBUTION
Show the top 20 products by rating.,TOP_N
I want to know: find the smallest order amount.,MINIMUM
Could you show orders with missing values.,NULL_CHECK
I need to know: calculate each product's share of total sales.,SHARE
Can you what columns are in the product_reviews table?,TABLE_INFO
Calculate total revenue from orders.,SUM
How much has revenue increased?,GROWTH
Can you random unrelated question,INVALID_QUERY
Show customers ordered by number of orders.,SORT
Delete every product.,UNSUPPORTED_REQUEST
I need to know: find the average review rating.,AVERAGE
Could you show orders from January.,DATE_FILTER
I need to know: show all distinct ratings.,DISTINCT
I want to know: show the top 50 orders by amount.,TOP_N
Please list customers and their orders.,JOIN
Can you show the complete customer order history with products.,MULTI_TABLE_JOIN
Please hello there?,GREETING
Can you find customers who may not have any orders.,LEFT_JOIN
Please drop the customers table.,UNSUPPORTED_REQUEST
I want to know: show products ordered by each customer.,MULTI_TABLE_JOIN
Find duplicate customers.,DUPLICATE_CHECK
Could you show order items with their products.,JOIN
Find products with high ratings.,FILTER
Could you how much has revenue increased?,GROWTH
Show the bottom 5 customers by number of orders.,BOTTOM_N
Which customers have placed more than 5 orders?,HAVING
Please show order count by customer.,GROUP_BY
Please list orders above 1000.,FILTER
I need to know: show customers from Bangalore.,FILTER
Please show orders from this year.,DATE_FILTER
I need to know: drop the products table.,UNSUPPORTED_REQUEST
I want to know: show the historical sales trend.,TREND
Please what columns are in the orders table?,TABLE_INFO
List customers from Chennai.,FILTER
Please show orders from newest to oldest.,SORT
I need to know: show average rating by product.,GROUP_BY
Order customers by their total spending.,SORT
Could you show all products whether or not they have reviews.,LEFT_JOIN
Please give me the ranking of customers by spending.,RANKING
Can you help me?,GREETING
Could you show orders from June.,DATE_FILTER
Please show review count by product.,GROUP_BY
Can you qwerty?,INVALID_QUERY
Can you show distinct product categories.,DISTINCT
I need to know: compare product ratings.,COMPARISON
Please show the bottom 20 products by rating.,BOTTOM_N
I need to know: which customers have written reviews?,JOIN
Please which customers have placed more than 5 orders?,HAVING
Show products ordered by rating.,SORT
I want to know: find duplicate products.,DUPLICATE_CHECK
Could you show order count by month.,DATE_AGGREGATION
Please show recent orders.,DATE_FILTER
I need to know: delete all reviews.,UNSUPPORTED_REQUEST
Could you what different cities do customers come from?,DISTINCT
I need to know: show the bottom 5 orders by amount.,BOTTOM_N
Can you what is the lowest product rating?,MINIMUM
Please what percentage of reviews have a rating above 4?,PERCENTAGE
I need to know: show the schema of the database.,SCHEMA_INFO
Check customers for duplicate records.,DUPLICATE_CHECK
Calculate month-over-month sales growth.,GROWTH
Could you hi there,GREETING
Could you calculate the average order value.,AVERAGE
Please sort orders by date.,SORT
Can you show orders with missing values.,NULL_CHECK
I want to know: calculate month-over-month sales growth.,GROWTH
I want to know: check the data quality of customers.,DATA_QUALITY
Please find orders that contain order items.,EXISTS
I want to know: describe the product_reviews table.,TABLE_INFO
Show distinct product categories.,DISTINCT
Can you show monthly order counts.,DATE_AGGREGATION
Show orders from October.,DATE_FILTER
Could you show products ordered by rating.,SORT
I need to know: which products contribute most to total sales?,CONTRIBUTION
Which product has the highest rating?,MAXIMUM
I need to know: hey,GREETING
Please show products priced above the average product price.,SUBQUERY
Can you give me a data quality report.,DATA_QUALITY
Please list products with high ratings.,FILTER
Show orders from newest to oldest.,SORT
Could you find customers who have at least one order.,EXISTS
Please can you help me?,GREETING
"I want to know: show customers, products, and their reviews.",MULTI_TABLE_JOIN
I need to know: i don't know what to ask,INVALID_QUERY
Please this does not make sense?,INVALID_QUERY
Which products contribute most to total sales?,CONTRIBUTION
What percentage of reviews have a rating above 4?,PERCENTAGE
Could you which customers have placed more than 10 orders?,HAVING
Hello,GREETING
I need to know: give me a breakdown of orders by customer.,GROUP_BY
Could you analyze the change in sales over time.,TREND
Could you which orders contain which order items?,JOIN
Can you list customers and their orders.,JOIN
Could you show the top 50 products by price.,TOP_N
Could you calculate the proportion of customers with orders.,PERCENTAGE
I need to know: check products for duplicate records.,DUPLICATE_CHECK
Please calculate the growth in order value.,GROWTH
Find products priced below 1000.,FILTER
I want to know: what is the maximum order amount?,MAXIMUM
Can you which products have a rating above the average rating?,SUBQUERY
Please give me something meaningless,INVALID_QUERY
Please give me the top 10 products with the most reviews.,TOP_N
Which customers purchased which products?,MULTI_TABLE_JOIN
I want to know: what is the average product rating?,AVERAGE
I want to know: calculate yearly order totals.,DATE_AGGREGATION
Could you show customers ordered by number of orders.,SORT
Delete all orders.,UNSUPPORTED_REQUEST
Please which products have the highest ratings?,SORT
Could you show revenue growth over time.,TREND
Please what is the ratio of orders to customers?,RATIO
Please show total sales by product.,GROUP_BY
Which products have received reviews?,JOIN
How many customer orders are there?,COUNT
I need to know: how many order items are there?,COUNT
Can you find the average product rating.,AVERAGE
Could you show orders from November.,DATE_FILTER
I need to know: which tables can be joined with products?,RELATIONSHIP_INFO
Please hello QueryPilot?,GREETING
I want to know: check the data quality of products.,DATA_QUALITY
Can you find orders that contain order items.,EXISTS
Can you show the structure of customers.,TABLE_INFO
Find products with missing values.,NULL_CHECK
I want to know: find products with missing values.,NULL_CHECK
Describe the orders table.,TABLE_INFO
I need to know: what tables are in the database?,SCHEMA_INFO
Could you what is the combined value of all orders?,SUM
Could you show all unique customer locations.,DISTINCT
I need to know: are there duplicate products?,DATA_QUALITY
Can you count all the orders.,COUNT
Show the top 5 orders by amount.,TOP_N
Can you compare order amounts between two periods.,COMPARISON
I need to know: good afternoon?,GREETING
I need to know: which customers have placed orders?,JOIN
I want to know: show order count by customer.,GROUP_BY
Can you random unrelated question?,INVALID_QUERY
What percentage of customers have placed orders?,PERCENTAGE
Can you sort orders by amount.,SORT
I want to know: sort reviews by rating.,SORT
I need to know: which customers have orders?,EXISTS
Please find orders placed this year.,DATE_FILTER
Show month-to-month changes in sales.,CHANGE_OVER_TIME
Could you show the top 10 products by rating.,TOP_N
Please show orders from August.,DATE_FILTER
I need to know: show the bottom 50 products by price.,BOTTOM_N
I need to know: show the top 20 products by rating.,TOP_N
I want to know: which customers contribute the most to total sales?,CONTRIBUTION
I don't know what to ask?,INVALID_QUERY
Can you give me the distribution of product prices.,DISTRIBUTION
I want to know: which product has a higher rating?,COMPARISON
Please what tables can I query?,SCHEMA_INFO
Can you what data tables are available?,SCHEMA_INFO
Compare sales between two periods.,COMPARISON
Find recent orders.,DATE_FILTER
Can you describe the product_reviews table.,TABLE_INFO
Give me a data quality report.,DATA_QUALITY
Can you how are products and reviews related?,RELATIONSHIP_INFO
I want to know: show the distribution of order amounts.,DISTRIBUTION
Could you show the schema of the database.,SCHEMA_INFO
I need to know: describe the customers table.,TABLE_INFO
Please describe the order_items table.,TABLE_INFO
Can you which products contribute most to total sales?,CONTRIBUTION
I want to know: show customers whose total spending exceeds the average.,SUBQUERY
I want to know: what tables are in the database?,SCHEMA_INFO
Can you show the top 10 products by rating.,TOP_N
Could you rank orders by amount.,RANKING
I want to know: show products without reviews.,NOT_EXISTS
Can you show customers with at least 10 orders.,HAVING
I want to know: find reviews with missing ratings.,NULL_CHECK
I want to know: show customers with missing information.,NULL_CHECK
Could you find orders without order items.,NOT_EXISTS
Could you count all the customers.,COUNT
Could you show the top 5 products by price.,TOP_N
I want to know: show order items with their products.,JOIN
Sort reviews by rating.,SORT
I need to know: what is the sum of all order amounts?,SUM
I want to know: what different product categories exist?,DISTINCT
Could you what share of revenue comes from each product?,SHARE
Show the bottom 20 products by price.,BOTTOM_N
Can you which products contribute the most to revenue?,CONTRIBUTION
Show the number of orders for each customer.,GROUP_BY
Can you what fields does customers contain?,TABLE_INFO
Can you show revenue growth over time.,TREND
Can you which customers purchased which products?,MULTI_TABLE_JOIN
Could you find orders from this year.,FILTER
I need to know: group customers by orders and show groups with more than 10 orders.,HAVING
I need to know: show orders with customer information.,JOIN
Please count all the products.,COUNT
Please sort products by rating.,SORT
Could you give me a breakdown of orders by customer.,GROUP_BY
I need to know: describe the order_items table.,TABLE_INFO
Show the bottom 50 products by rating.,BOTTOM_N
I need to know: show the bottom 10 customers by number of orders.,BOTTOM_N
Please show the distribution of order amounts.,DISTRIBUTION
Could you i don't know what to ask,INVALID_QUERY
Show all unique customer locations.,DISTINCT
Show customer information with product reviews.,MULTI_TABLE_JOIN
I want to know: hello QueryPilot,GREETING
Show customers from Chennai.,FILTER
Could you show the top 20 customers by number of orders.,TOP_N
List orders from last month.,DATE_FILTER
Please show customer information with product reviews.,MULTI_TABLE_JOIN
Compare order totals across different periods.,CHANGE_OVER_TIME
I want to know: what share of revenue comes from each product?,SHARE
Can you what is the growth rate of sales?,GROWTH
Please calculate the percentage of orders from this month.,PERCENTAGE
Can you show product reviews with product information.,JOIN
Please find customers who may not have any orders.,LEFT_JOIN
Can you drop the customers table.,UNSUPPORTED_REQUEST
Could you list every order with its items if available.,LEFT_JOIN
Which customers have the highest spending?,SORT
Can you list all available tables.,SCHEMA_INFO
I need to know: show products that have received reviews.,EXISTS
I want to know: show products priced below 1000.,FILTER
Can you what is the lowest product price?,MINIMUM
Please show customers who have placed an order.,EXISTS
Please rank orders by amount.,RANKING
What is the ratio of reviews to products?,RATIO
Could you show products that have received reviews.,EXISTS
Calculate revenue growth.,GROWTH
Could you change the database password.,UNSUPPORTED_REQUEST
How much money was generated from orders?,SUM
I want to know: show changes in order amounts over time.,CHANGE_OVER_TIME
Give me the ranking of customers by spending.,RANKING
Can you which customers have orders?,EXISTS
Find customers from Bangalore.,FILTER
Can you show the top 3 customers by number of orders.,TOP_N
I need to know: find orders above the average order amount.,SUBQUERY
I need to know: show products along with their orders and customers.,MULTI_TABLE_JOIN
Please what columns are in the product_reviews table?,TABLE_INFO
I need to know: find customers who may not have any orders.,LEFT_JOIN
Could you show monthly sales trends.,TREND
Can you find the largest order amount.,MAXIMUM
Could you show the top 20 products by price.,TOP_N
Please find orders placed this month.,DATE_FILTER
I need to know: show order items with their products.,JOIN
Could you show the top 10 customers by number of orders.,TOP_N
Show me the database schema.,SCHEMA_INFO
Could you show each customer's contribution to total sales.,CONTRIBUTION
I want to know: find orders placed this month.,DATE_FILTER
